Time,X,Y,Theta,linear,angular,cost
0.0,0.00017649344029940317,0.0,0.000931137361644677,0.0017649344029940315,0.00931137361644677,4.94600848115514e-05
0.1,0.0021003790051748097,1.7914022467096681e-06,0.011074688234902114,0.019238863988962473,0.10143550873257437,0.005832077204734145
0.2,0.00551624555489134,3.962260599906325e-05,0.029114535692005613,0.03416076036251193,0.18039847457103497,0.018337936969336586
0.30000000000000004,0.010203466993988306,0.0001761274537900858,0.05392552839826879,0.04689208717107897,0.24810992706263177,0.034468586945008206
0.4,0.015968033439625988,0.00048728641672313085,0.08454108852610087,0.057729581850542985,0.30615560127832075,0.05214027464082767
0.5,0.02263616475047283,0.0010523643789883059,0.12012771668840115,0.066920317006223,0.35586628162300277,0.06998585227662736
0.6,0.03004965294932528,0.0019472384796527069,0.15996471028838394,0.07467302520359309,0.39836993599982773,0.08714274188745647
0.7,0.03806268009176003,0.0032400863385249595,0.2034278362305582,0.0811665322479571,0.4346312594217427,0.1031012347310561
0.7999999999999999,0.04653979842173351,0.004988756663592064,0.24997601513887635,0.08655598366730205,0.4654817890831812,0.11759554954637158
0.8999999999999999,0.055354766364740564,0.0072393623044040446,0.29914030996380603,0.09097740685834954,0.49164294824929644,0.13052549342955969
0.9999999999999999,0.06438997048985295,0.010025769987299343,0.3505146886996958,0.09455103455687083,0.513743787358898,0.1419002121394812
1.0999999999999999,0.07353621168219857,0.013369744363222979,0.4037481645381954,0.09738372172770637,0.5323347583849958,0.1517979944403179
1.2,0.08269268391109921,0.01728155792870084,0.45853801820156737,0.0995707130885812,0.5478985366337198,0.1603378008093683
1.3,0.09176702104952329,0.021760916001857877,0.5146238841892128,0.1011969580814264,0.5608586598764537,0.16765937581756019
1.4000000000000001,0.10067532843056409,0.026798074902906824,0.5717825407681222,0.10233812104466382,0.5715865657890935,0.17390964315268884
1.5000000000000002,0.10934214986102857,0.03237505586272603,0.629823286832411,0.10306139448588122,0.5804074606428876,0.17923368335539702
1.6000000000000003,0.11770034726058796,0.038466878797196874,0.6885838204051221,0.10342619128390376,0.5876053357271114,0.18376903068781625
1.7000000000000004,0.1256908892640612,0.04504275950989896,0.7479265560972981,0.10348476634604585,0.5934273569217591,0.18764234665528548
1.8000000000000005,0.13326255780541169,0.052067231086365115,0.8077353343773683,0.10328279887215379,0.5980877828007024,0.19096776695237216
1.9000000000000006,0.1403715889769867,0.05950116499391936,0.8679124857952335,0.102859952138969,0.601771514178652,0.19384639871370427
2.0000000000000004,0.14698126752649976,0.06730267952042401,0.9283762198072352,0.10225041781584863,0.6046373401200169,0.19636658152854772
2.1000000000000005,0.15306149439444985,0.0754279326387584,0.9890583117430664,0.10148344544936613,0.6068209193583115,0.19860462963022754
2.2000000000000006,0.1585883447598929,0.08383180330338787,1.0499020636726093,0.10058385412670252,0.6084375192954288,0.20062585178003395
2.3000000000000007,0.16354363102457148,0.09246846983965554,1.1108605161694112,0.09957252172341424,0.6095845249680196,0.20248570532845483
2.400000000000001,0.16791448169261453,0.10129189683141958,1.1718948887279323,0.09846684692896517,0.6103437255852115,0.20423098603954212
2.500000000000001,0.17169294366652488,0.11025624314020159,1.2329732272072322,0.09728117990241497,0.6107833847929982,0.20590098880799843
2.600000000000001,0.17487561237878366,0.11931620378386387,1.2940692373458549,0.09602721853552788,0.6109601013862268,0.20752859897329753
2.700000000000001,0.1774632915722572,0.12842729771250544,1.3551612842238558,0.09471436859572319,0.6109204687800092,0.20914129159599348
2.800000000000001,0.17946068248885047,0.1375461123367755,1.4162315385712443,0.09335006728733031,0.610702543473884,0.21076202844545094
2.9000000000000012,0.18087610071155802,0.14663051422129972,1.4772652520257687,0.0919400708857242,0.6103371345452451,0.21241005085667986
3.0000000000000013,0.18172121787467804,0.15563983382622087,1.5382501447895371,0.09048870800437844,0.6098489276376834,0.21410157207370795
3.1000000000000014,0.18201082483354547,0.16453503068295364,1.5991758905746785,0.08899910073177866,0.6092574578514137,0.21585037600994444
3.2000000000000015,0.18176261258550885,0.17327884400224358,1.6600336852127429,0.0874733563336102,0.6085779463806451,0.2176683311403404
3.3000000000000016,0.18099696717839664,0.1818359324753195,1.7208158867848748,0.08591273248214193,0.60782201572132,0.21956582896509494
3.4000000000000017,0.179736774961028,0.1901730059589093,1.7815157165718136,0.0843177790833536,0.6069982978693886,0.22155215650043156
3.5000000000000018,0.17800723476394067,0.19825895083130474,1.8421270114952653,0.08268845975875888,0.6061129492345152,0.22363581181495837
3.600000000000002,0.17583567390138982,0.20606495005760242,1.9026440200048604,0.08102425593655425,0.6051700850959518,0.2258247709241809
3.700000000000002,0.17325136522348597,0.2135645983896127,1.9630612345454843,0.07932425634477364,0.6041721454062385,0.22812671350903674
3.800000000000002,0.1702853427960444,0.2207340126289839,2.0233732548126357,0.07758723450142109,0.6031202026715142,0.23054921402360423
3.900000000000002,0.16697021412987173,0.22755193647991534,2.083574676968343,0.07581171658152808,0.6020142215570736,0.23309990385835333
4.000000000000002,0.16333996721226074,0.23399983919092465,2.143660004850545,0.07399604182215778,0.6008532788220163,0.2357866093623684
4.100000000000001,0.15942977090815916,0.24006200691635454,2.2036235799708668,0.0721384174125366,0.5996357512032181,0.23861746971906983
4.200000000000001,0.15527576759751674,0.24572562550338428,2.2634595277670195,0.07023696961300152,0.5983594779615257,0.2416010379225242
4.300000000000001,0.150914857202179,0.2509808532180749,2.323161718164849,0.06828979265557687,0.5970219039782971,0.24474636741581335
4.4,0.1463844720357056,0.25582088175635737,2.3827237390195988,0.06629499680065667,0.5956202085474978,0.24806308632489685
4.5,0.14172234218902435,0.26024198373783936,2.442138881453761,0.06425075675661708,0.5941514243416222,0.2515614606442301
4.6,0.13696625145067612,0.2642435447497277,2.50140013649667,0.06215536150909815,0.5926125504290862,0.25525244719616463
4.699999999999999,0.13215378405919753,0.26782807789564933,2.5605002027640875,0.060007266450201935,0.5910006626741777,0.25914773668678515
4.799999999999999,0.12732206290291664,0.27100121871285615,2.6194315051985217,0.05780514854048569,0.5893130243443423,0.26325978670879346
4.899999999999999,0.12250748012395776,0.27377169825670905,2.6781862251254305,0.05554796507375827,0.5875471992690866,0.2676018440910361
4.999999999999998,0.11797777413397198,0.2760351858201825,2.735060887344707,0.050637547635832406,0.5687466221927618,0.25855698717366354
5.099999999999998,0.11588577508513713,0.27693582069118844,2.7750957737913886,0.022776310480843553,0.40034886446681806,0.14812259956363794
5.1999999999999975,0.11568703310021772,0.27701210551490285,2.8006050665134374,0.0021287966295268686,0.25509292722048643,0.08179344679489987
5.299999999999997,0.11338322910410277,0.27782960674674834,2.813573430765296,0.02444549266548758,0.12968364251858888,0.04624351291100269
5.399999999999997,0.10929640788079861,0.27922040594167175,2.8158632927153406,0.04316993179499929,0.022898619500445,0.030668844509479196
5.4999999999999964,0.1037282577674406,0.28110110501382085,2.809081513415903,0.058771868002362594,-0.06781779299437615,0.028152813459920257
5.599999999999996,0.09695241574354647,0.2834410271670305,2.794604941785368,0.07168491530011806,-0.14476571630535204,0.03388073189255216
5.699999999999996,0.08921302270347929,0.2862397354187257,2.773607023051646,0.08229882897511194,-0.20997918733721863,0.04454978275457027
5.799999999999995,0.08072618019442347,0.28951181684753924,2.747083666826444,0.09095768942222716,-0.2652335622520228,0.05793113723244642
5.899999999999995,0.0716825226308431,0.2932770133661415,2.715877350222328,0.09796144494187443,-0.31206316604116024,0.07255019082357024
5.999999999999995,0.06225002462286813,0.29755413479953985,2.680698952118918,0.10356919736412343,-0.35178398103410097,0.08745605807865738
6.099999999999994,0.05257665540894562,0.30235756565591504,2.642147146399695,0.10800324992371348,-0.3855180571922304,0.10205720575167943
6.199999999999994,0.04279274269880402,0.3076954994487185,2.600725382175669,0.11145334678511157,-0.4142176422402603,0.11600537001232764
6.299999999999994,0.03301302498580942,0.3135692872198976,2.5568565920834256,0.11408078774566432,-0.43868790092243515,0.1291143146253965
6.399999999999993,0.02333841873545429,0.3199734756828421,2.5108958270646675,0.11602225474809684,-0.4596076501875796,0.14130349051475558
6.499999999999993,0.013857540694187086,0.32689624726601874,2.46314103870175,0.11739327699072918,-0.4775478836291763,0.1525593463032498
6.5999999999999925,0.004648024908163075,0.3343200715568025,2.413842231983684,0.11829131333849362,-0.4929880671806588,0.1629090562000908
6.699999999999992,-0.004222331657733166,0.34222244555761094,2.3632092011566295,0.11879845977738589,-0.5063303082705455,0.17240291934577828
6.799999999999992,-0.012694567472729911,0.350576646843769,2.3114180446797024,0.11898380513101706,-0.5179115647692709,0.18110276883289983
6.8999999999999915,-0.02071767691674682,0.35935245521971393,2.2586166357732784,0.11890546572886304,-0.5280140890642383,0.18907451115971127
6.999999999999991,-0.02824783532803793,0.3685168192711373,2.2049292047761218,0.11861233248113719,-0.5368743099715685,0.1963834774385299
7.099999999999991,-0.035247714195951234,0.3780344575486595,2.150460169814532,0.1181455638385189,-0.5446903496158959,0.2030916666700889
7.19999999999999,-0.04168587430701758,0.3878683923269117,2.0952973338665997,0.1175398565758204,-0.5516283594793233,0.2092562437833174
7.29999999999999,-0.04753622627307452,0.39798041862466726,2.0395145495528757,0.1168245239550525,-0.5578278431372394,0.2149288539671042
7.39999999999999,-0.052777549101299566,0.4083315136206614,1.9831739380469822,0.11602440803803654,-0.5634061150589351,0.22015545411144824
7.499999999999989,-0.057393058467416706,0.41888219257468595,1.9263277353777888,0.11516065000668058,-0.5684620266919332,0.22497645926155085
7.599999999999989,-0.061370017228515324,0.4295928174277171,1.8690198280041925,0.1142513394800461,-0.5730790737359618,0.22942706929269957
7.699999999999989,-0.06469938152267186,0.44042386378939624,1.8112870297511823,0.11331206109326897,-0.5773279825301021,0.2335376873932206
7.799999999999988,-0.06737547658246797,0.45133615127899085,1.7531601438454543,0.11235635408139064,-0.5812688590572804,0.23733437368312366
7.899999999999988,-0.06939569715469035,0.4622910413307149,1.6946648467171974,0.11139609831847519,-0.5849529712825693,0.2408392988401985
7.999999999999988,-0.070760228175347,0.4732506057088217,1.6358224242820907,0.1104418382064524,-0.5884242243510672,0.24407117708171272
8.099999999999987,-0.07147178209922993,0.48417776816439984,1.576650386433922,0.10950305398352557,-0.5917203784816868,0.24704566745350015
8.199999999999987,-0.07153535002633846,0.49503642094018996,1.5171629813262533,0.10858838841539702,-0.5948740510766872,0.2497757386434541
8.299999999999986,-0.07095796450290533,0.5057915172115504,1.457371627578079,0.10770583542635909,-0.5979135374817427,0.2522719965315139
8.399999999999986,-0.06974847260200177,0.5164091400510183,1.3972852796944886,0.106862896002094,-0.6008634788359054,0.2545429761536105
8.499999999999986,-0.06791731860714809,0.5268565481259635,1.33691073965343,0.10606670563249182,-0.6037454004105836,0.2565954012029696
8.599999999999985,-0.06547633633085112,0.5371021980869316,1.2762529256904716,0.10532413664297588,-0.6065781396295863,0.25843441496789044
8.699999999999985,-0.0624385517960037,0.5471157434816849,1.2153151077423798,0.10464187797098448,-0.6093781794809177,0.26006378694713905
8.799999999999985,-0.05881799768683842,0.5568680100407198,1.1540991177240343,0.10402649426750157,-0.6121599001834548,0.26148609945037216
8.899999999999984,-0.054629541629661375,0.5663309473293662,1.0926055417558893,0.10348446563216954,-0.6149357596814505,0.2627029183848595
8.999999999999984,-0.049888730979789866,0.575477557055376,1.030833900581445,0.10302220881823076,-0.6177164117444425,0.26371495221602614
9.099999999999984,-0.044611657352857034,0.5842817987651486,0.9687828236713922,0.1026460803675281,-0.6205107691005283,0.26452220280692057
9.199999999999983,-0.03881484462304857,0.5927184742611024,0.9064502218625647,0.10236236185654157,-0.6233260180882744,0.2651241115107965
9.299999999999983,-0.032515164488781854,0.6007630928289617,0.8438334627878872,0.10217722725559791,-0.6261675907467762,0.2655197035196288
9.399999999999983,-0.02572978394233576,0.6083917202736434,0.7809295527828625,0.10209669233126015,-0.629039100050247,0.26570773305941237
9.499999999999982,-0.018476149032534115,0.6155808158152613,0.7177353283717527,0.10212654606477357,-0.6319422441110973,0.2656868315655016
9.599999999999982,-0.01077200913246873,0.622307062071576,0.6542476598116722,0.10227226422660632,-0.6348766856008051,0.265455660460793
9.699999999999982,-0.002635485468286264,0.6285471946159329,0.5904636684774052,0.10253890554757403,-0.6378399133426704,0.2650130695891312
9.799999999999981,0.005914813118565733,0.6342778389004092,0.5263809590797309,0.10293099136777244,-0.6408270939767423,0.26435826172092036
9.89999999999998,0.014859625358640606,0.6394753636044103,0.4619978668064962,0.10345237022847477,-0.6438309227323473,0.26349096284681184
