X,Y,Theta,time
-0.0049989,0.3184031,3.1038935,5.0500000
-0.0059982,0.3184408,3.0976104,5.0600000
-0.0069972,0.3184847,3.0913272,5.0700000
-0.0079960,0.3185350,3.0850440,5.0800000
-0.0089944,0.3185915,3.0787608,5.0900000
-0.0099924,0.3186543,3.0724776,5.1000000
-0.0109900,0.3187233,3.0661944,5.1100000
-0.0119872,0.3187987,3.0599112,5.1200000
-0.0129838,0.3188803,3.0536281,5.1300000
-0.0139800,0.3189681,3.0473449,5.1400000
-0.0149755,0.3190622,3.0410617,5.1500000
-0.0159705,0.3191626,3.0347785,5.1600000
-0.0169648,0.3192692,3.0284953,5.1700000
-0.0179584,0.3193821,3.0222121,5.1800000
-0.0189513,0.3195012,3.0159289,5.1900000
-0.0199434,0.3196265,3.0096458,5.2000000
-0.0209347,0.3197581,3.0033626,5.2100000
-0.0219252,0.3198958,2.9970794,5.2200000
-0.0229147,0.3200399,2.9907962,5.2300000
-0.0239034,0.3201901,2.9845130,5.2400000
-0.0248911,0.3203465,2.9782298,5.2500000
-0.0258778,0.3205091,2.9719467,5.2600000
-0.0268634,0.3206780,2.9656635,5.2700000
-0.0278480,0.3208530,2.9593803,5.2800000
-0.0288314,0.3210342,2.9530971,5.2900000
-0.0298137,0.3212216,2.9468139,5.3000000
-0.0307948,0.3214151,2.9405307,5.3100000
-0.0317747,0.3216149,2.9342475,5.3200000
-0.0327532,0.3218207,2.9279644,5.3300000
-0.0337305,0.3220327,2.9216812,5.3400000
-0.0347064,0.3222509,2.9153980,5.3500000
-0.0356809,0.3224751,2.9091148,5.3600000
-0.0366540,0.3227055,2.9028316,5.3700000
-0.0376257,0.3229420,2.8965484,5.3800000
-0.0385958,0.3231846,2.8902652,5.3900000
-0.0395644,0.3234333,2.8839821,5.4000000
-0.0405314,0.3236881,2.8776989,5.4100000
-0.0414968,0.3239489,2.8714157,5.4200000
-0.0424605,0.3242158,2.8651325,5.4300000
-0.0434225,0.3244888,2.8588493,5.4400000
-0.0443828,0.3247678,2.8525661,5.4500000
-0.0453413,0.3250528,2.8462829,5.4600000
-0.0462980,0.3253438,2.8399998,5.4700000
-0.0472529,0.3256409,2.8337166,5.4800000
-0.0482059,0.3259439,2.8274334,5.4900000
-0.0491569,0.3262529,2.8211502,5.5000000
-0.0501060,0.3265679,2.8148670,5.5100000
-0.0510531,0.3268888,2.8085838,5.5200000
-0.0519982,0.3272157,2.8023006,5.5300000
-0.0529412,0.3275486,2.7960175,5.5400000
-0.0538821,0.3278873,2.7897343,5.5500000
-0.0548208,0.3282319,2.7834511,5.5600000
-0.0557574,0.3285825,2.7771679,5.5700000
-0.0566917,0.3289389,2.7708847,5.5800000
-0.0576238,0.3293012,2.7646015,5.5900000
-0.0585535,0.3296693,2.7583183,5.6000000
-0.0594810,0.3300432,2.7520352,5.6100000
-0.0604061,0.3304230,2.7457520,5.6200000
-0.0613287,0.3308086,2.7394688,5.6300000
-0.0622490,0.3312000,2.7331856,5.6400000
-0.0631667,0.3315971,2.7269024,5.6500000
-0.0640820,0.3320000,2.7206192,5.6600000
-0.0649947,0.3324087,2.7143361,5.6700000
-0.0659048,0.3328231,2.7080529,5.6800000
-0.0668122,0.3332431,2.7017697,5.6900000
-0.0677171,0.3336689,2.6954865,5.7000000
-0.0686192,0.3341004,2.6892033,5.7100000
-0.0695186,0.3345375,2.6829201,5.7200000
-0.0704152,0.3349803,2.6766369,5.7300000
-0.0713091,0.3354286,2.6703538,5.7400000
-0.0722001,0.3358826,2.6640706,5.7500000
-0.0730882,0.3363422,2.6577874,5.7600000
-0.0739735,0.3368074,2.6515042,5.7700000
-0.0748558,0.3372781,2.6452210,5.7800000
-0.0757351,0.3377543,2.6389378,5.7900000
-0.0766114,0.3382361,2.6326546,5.8000000
-0.0774846,0.3387233,2.6263715,5.8100000
-0.0783548,0.3392160,2.6200883,5.8200000
-0.0792219,0.3397142,2.6138051,5.8300000
-0.0800858,0.3402178,2.6075219,5.8400000
-0.0809466,0.3407269,2.6012387,5.8500000
-0.0818041,0.3412413,2.5949555,5.8600000
-0.0826584,0.3417611,2.5886723,5.8700000
-0.0835094,0.3422863,2.5823892,5.8800000
-0.0843570,0.3428168,2.5761060,5.8900000
-0.0852014,0.3433527,2.5698228,5.9000000
-0.0860423,0.3438938,2.5635396,5.9100000
-0.0868798,0.3444402,2.5572564,5.9200000
-0.0877139,0.3449918,2.5509732,5.9300000
-0.0885445,0.3455487,2.5446900,5.9400000
-0.0893716,0.3461108,2.5384069,5.9500000
-0.0901951,0.3466780,2.5321237,5.9600000
-0.0910151,0.3472505,2.5258405,5.9700000
-0.0918314,0.3478280,2.5195573,5.9800000
-0.0926441,0.3484107,2.5132741,5.9900000
-0.0934531,0.3489985,2.5069909,6.0000000
-0.0942584,0.3495914,2.5007078,6.0100000
-0.0950600,0.3501893,2.4944246,6.0200000
-0.0958578,0.3507922,2.4881414,6.0300000
-0.0966518,0.3514001,2.4818582,6.0400000
-0.0974419,0.3520130,2.4755750,6.0500000
-0.0982282,0.3526309,2.4692918,6.0600000
-0.0990106,0.3532537,2.4630086,6.0700000
-0.0997891,0.3538814,2.4567255,6.0800000
-0.1005636,0.3545140,2.4504423,6.0900000
-0.1013341,0.3551514,2.4441591,6.1000000
-0.1021006,0.3557936,2.4378759,6.1100000
-0.1028630,0.3564407,2.4315927,6.1200000
-0.1036214,0.3570925,2.4253095,6.1300000
-0.1043757,0.3577491,2.4190263,6.1400000
-0.1051258,0.3584104,2.4127432,6.1500000
-0.1058717,0.3590764,2.4064600,6.1600000
-0.1066134,0.3597471,2.4001768,6.1700000
-0.1073510,0.3604225,2.3938936,6.1800000
-0.1080842,0.3611024,2.3876104,6.1900000
-0.1088132,0.3617870,2.3813272,6.2000000
-0.1095378,0.3624761,2.3750440,6.2100000
-0.1102581,0.3631697,2.3687609,6.2200000
-0.1109741,0.3638679,2.3624777,6.2300000
-0.1116856,0.3645705,2.3561945,6.2400000
-0.1123927,0.3652776,2.3499113,6.2500000
-0.1130954,0.3659892,2.3436281,6.2600000
-0.1137935,0.3667051,2.3373449,6.2700000
-0.1144872,0.3674254,2.3310617,6.2800000
-0.1151763,0.3681501,2.3247786,6.2900000
-0.1158609,0.3688790,2.3184954,6.3000000
-0.1165408,0.3696123,2.3122122,6.3100000
-0.1172161,0.3703498,2.3059290,6.3200000
-0.1178868,0.3710916,2.2996458,6.3300000
-0.1185528,0.3718375,2.2933626,6.3400000
-0.1192141,0.3725876,2.2870795,6.3500000
-0.1198707,0.3733419,2.2807963,6.3600000
-0.1205226,0.3741002,2.2745131,6.3700000
-0.1211696,0.3748627,2.2682299,6.3800000
-0.1218119,0.3756292,2.2619467,6.3900000
-0.1224493,0.3763997,2.2556635,6.4000000
-0.1230819,0.3771742,2.2493803,6.4100000
-0.1237096,0.3779526,2.2430972,6.4200000
-0.1243323,0.3787350,2.2368140,6.4300000
-0.1249502,0.3795213,2.2305308,6.4400000
-0.1255631,0.3803115,2.2242476,6.4500000
-0.1261710,0.3811055,2.2179644,6.4600000
-0.1267740,0.3819033,2.2116812,6.4700000
-0.1273719,0.3827048,2.2053980,6.4800000
-0.1279647,0.3835101,2.1991149,6.4900000
-0.1285525,0.3843191,2.1928317,6.5000000
-0.1291352,0.3851318,2.1865485,6.5100000
-0.1297128,0.3859482,2.1802653,6.5200000
-0.1302852,0.3867681,2.1739821,6.5300000
-0.1308525,0.3875917,2.1676989,6.5400000
-0.1314146,0.3884187,2.1614157,6.5500000
-0.1319714,0.3892493,2.1551326,6.5600000
-0.1325231,0.3900834,2.1488494,6.5700000
-0.1330695,0.3909209,2.1425662,6.5800000
-0.1336106,0.3917619,2.1362830,6.5900000
-0.1341464,0.3926062,2.1299998,6.6000000
-0.1346769,0.3934539,2.1237166,6.6100000
-0.1352021,0.3943049,2.1174334,6.6200000
-0.1357219,0.3951592,2.1111503,6.6300000
-0.1362364,0.3960167,2.1048671,6.6400000
-0.1367454,0.3968774,2.0985839,6.6500000
-0.1372490,0.3977414,2.0923007,6.6600000
-0.1377472,0.3986084,2.0860175,6.6700000
-0.1382400,0.3994786,2.0797343,6.6800000
-0.1387272,0.4003519,2.0734512,6.6900000
-0.1392090,0.4012282,2.0671680,6.7000000
-0.1396852,0.4021075,2.0608848,6.7100000
-0.1401559,0.4029898,2.0546016,6.7200000
-0.1406211,0.4038750,2.0483184,6.7300000
-0.1410806,0.4047632,2.0420352,6.7400000
-0.1415346,0.4056542,2.0357520,6.7500000
-0.1419830,0.4065480,2.0294689,6.7600000
-0.1424258,0.4074446,2.0231857,6.7700000
-0.1428629,0.4083441,2.0169025,6.7800000
-0.1432943,0.4092462,2.0106193,6.7900000
-0.1437201,0.4101510,2.0043361,6.8000000
-0.1441402,0.4110585,1.9980529,6.8100000
-0.1445546,0.4119686,1.9917697,6.8200000
-0.1449632,0.4128813,1.9854866,6.8300000
-0.1453661,0.4137965,1.9792034,6.8400000
-0.1457633,0.4147143,1.9729202,6.8500000
-0.1461547,0.4156345,1.9666370,6.8600000
-0.1465402,0.4165572,1.9603538,6.8700000
-0.1469200,0.4174823,1.9540706,6.8800000
-0.1472940,0.4184097,1.9477874,6.8900000
-0.1476621,0.4193395,1.9415043,6.9000000
-0.1480244,0.4202716,1.9352211,6.9100000
-0.1483808,0.4212059,1.9289379,6.9200000
-0.1487313,0.4221424,1.9226547,6.9300000
-0.1490760,0.4230812,1.9163715,6.9400000
-0.1494147,0.4240221,1.9100883,6.9500000
-0.1497475,0.4249651,1.9038051,6.9600000
-0.1500744,0.4259101,1.8975220,6.9700000
-0.1503954,0.4268572,1.8912388,6.9800000
-0.1507103,0.4278063,1.8849556,6.9900000
-0.1510194,0.4287574,1.8786724,7.0000000
-0.1513224,0.4297103,1.8723892,7.0100000
-0.1516194,0.4306652,1.8661060,7.0200000
-0.1519105,0.4316219,1.8598229,7.0300000
-0.1521955,0.4325804,1.8535397,7.0400000
-0.1524745,0.4335407,1.8472565,7.0500000
-0.1527474,0.4345028,1.8409733,7.0600000
-0.1530143,0.4354665,1.8346901,7.0700000
-0.1532752,0.4364319,1.8284069,7.0800000
-0.1535299,0.4373989,1.8221237,7.0900000
-0.1537786,0.4383675,1.8158406,7.1000000
-0.1540212,0.4393376,1.8095574,7.1100000
-0.1542577,0.4403092,1.8032742,7.1200000
-0.1544881,0.4412823,1.7969910,7.1300000
-0.1547124,0.4422568,1.7907078,7.1400000
-0.1549305,0.4432328,1.7844246,7.1500000
-0.1551425,0.4442100,1.7781414,7.1600000
-0.1553484,0.4451886,1.7718583,7.1700000
-0.1555481,0.4461685,1.7655751,7.1800000
-0.1557417,0.4471496,1.7592919,7.1900000
-0.1559290,0.4481318,1.7530087,7.2000000
-0.1561103,0.4491153,1.7467255,7.2100000
-0.1562853,0.4500998,1.7404423,7.2200000
-0.1564541,0.4510855,1.7341591,7.2300000
-0.1566167,0.4520722,1.7278760,7.2400000
-0.1567732,0.4530599,1.7215928,7.2500000
-0.1569234,0.4540485,1.7153096,7.2600000
-0.1570674,0.4550381,1.7090264,7.2700000
-0.1572052,0.4560286,1.7027432,7.2800000
-0.1573368,0.4570199,1.6964600,7.2900000
-0.1574621,0.4580120,1.6901768,7.3000000
-0.1575812,0.4590049,1.6838937,7.3100000
-0.1576941,0.4599985,1.6776105,7.3200000
-0.1578007,0.4609928,1.6713273,7.3300000
-0.1579010,0.4619877,1.6650441,7.3400000
-0.1579951,0.4629833,1.6587609,7.3500000
-0.1580830,0.4639794,1.6524777,7.3600000
-0.1581646,0.4649761,1.6461946,7.3700000
-0.1582399,0.4659732,1.6399114,7.3800000
-0.1583090,0.4669709,1.6336282,7.3900000
-0.1583718,0.4679689,1.6273450,7.4000000
-0.1584283,0.4689673,1.6210618,7.4100000
-0.1584785,0.4699660,1.6147786,7.4200000
-0.1585225,0.4709651,1.6084954,7.4300000
-0.1585602,0.4719643,1.6022123,7.4400000
-0.1585916,0.4729639,1.5959291,7.4500000
-0.1586167,0.4739635,1.5896459,7.4600000
-0.1586356,0.4749634,1.5833627,7.4700000
-0.1586481,0.4759633,1.5770795,7.4800000
-0.1586544,0.4769633,1.5707963,7.4900000
-0.1586544,0.4779633,1.5645131,7.5000000
-0.1586481,0.4789632,1.5582300,7.5100000
-0.1586356,0.4799632,1.5519468,7.5200000
-0.1586167,0.4809630,1.5456636,7.5300000
-0.1585916,0.4819627,1.5393804,7.5400000
-0.1585602,0.4829622,1.5330972,7.5500000
-0.1585225,0.4839615,1.5268140,7.5600000
-0.1584785,0.4849605,1.5205308,7.5700000
-0.1584283,0.4859592,1.5142477,7.5800000
-0.1583718,0.4869576,1.5079645,7.5900000
-0.1583090,0.4879557,1.5016813,7.6000000
-0.1582399,0.4889533,1.4953981,7.6100000
-0.1581646,0.4899504,1.4891149,7.6200000
-0.1580830,0.4909471,1.4828317,7.6300000
-0.1579951,0.4919432,1.4765485,7.6400000
-0.1579010,0.4929388,1.4702654,7.6500000
-0.1578007,0.4939337,1.4639822,7.6600000
-0.1576941,0.4949280,1.4576990,7.6700000
-0.1575812,0.4959217,1.4514158,7.6800000
-0.1574621,0.4969145,1.4451326,7.6900000
-0.1573368,0.4979067,1.4388494,7.7000000
-0.1572052,0.4988980,1.4325663,7.7100000
-0.1570674,0.4998884,1.4262831,7.7200000
-0.1569234,0.5008780,1.4199999,7.7300000
-0.1567732,0.5018667,1.4137167,7.7400000
-0.1566167,0.5028543,1.4074335,7.7500000
-0.1564541,0.5038410,1.4011503,7.7600000
-0.1562853,0.5048267,1.3948671,7.7700000
-0.1561103,0.5058112,1.3885840,7.7800000
-0.1559290,0.5067947,1.3823008,7.7900000
-0.1557417,0.5077770,1.3760176,7.8000000
-0.1555481,0.5087581,1.3697344,7.8100000
-0.1553484,0.5097379,1.3634512,7.8200000
-0.1551425,0.5107165,1.3571680,7.8300000
-0.1549305,0.5116938,1.3508848,7.8400000
-0.1547124,0.5126697,1.3446017,7.8500000
-0.1544881,0.5136442,1.3383185,7.8600000
-0.1542577,0.5146173,1.3320353,7.8700000
-0.1540212,0.5155889,1.3257521,7.8800000
-0.1537786,0.5165591,1.3194689,7.8900000
-0.1535299,0.5175276,1.3131857,7.9000000
-0.1532752,0.5184946,1.3069025,7.9100000
-0.1530143,0.5194600,1.3006194,7.9200000
-0.1527474,0.5204238,1.2943362,7.9300000
-0.1524745,0.5213858,1.2880530,7.9400000
-0.1521955,0.5223461,1.2817698,7.9500000
-0.1519105,0.5233046,1.2754866,7.9600000
-0.1516194,0.5242613,1.2692034,7.9700000
-0.1513224,0.5252162,1.2629202,7.9800000
-0.1510194,0.5261692,1.2566371,7.9900000
-0.1507103,0.5271202,1.2503539,8.0000000
-0.1503954,0.5280693,1.2440707,8.0100000
-0.1500744,0.5290164,1.2377875,8.0200000
-0.1497475,0.5299615,1.2315043,8.0300000
-0.1494147,0.5309045,1.2252211,8.0400000
-0.1490760,0.5318453,1.2189379,8.0500000
-0.1487313,0.5327841,1.2126548,8.0600000
-0.1483808,0.5337206,1.2063716,8.0700000
-0.1480244,0.5346549,1.2000884,8.0800000
-0.1476621,0.5355870,1.1938052,8.0900000
-0.1472940,0.5365168,1.1875220,8.1000000
-0.1469200,0.5374442,1.1812388,8.1100000
-0.1465402,0.5383693,1.1749557,8.1200000
-0.1461547,0.5392920,1.1686725,8.1300000
-0.1457633,0.5402122,1.1623893,8.1400000
-0.1453661,0.5411300,1.1561061,8.1500000
-0.1449632,0.5420452,1.1498229,8.1600000
-0.1445546,0.5429579,1.1435397,8.1700000
-0.1441402,0.5438680,1.1372565,8.1800000
-0.1437201,0.5447755,1.1309734,8.1900000
-0.1432943,0.5456803,1.1246902,8.2000000
-0.1428629,0.5465825,1.1184070,8.2100000
-0.1424258,0.5474819,1.1121238,8.2200000
-0.1419830,0.5483785,1.1058406,8.2300000
-0.1415346,0.5492723,1.0995574,8.2400000
-0.1410806,0.5501634,1.0932742,8.2500000
-0.1406211,0.5510515,1.0869911,8.2600000
-0.1401559,0.5519367,1.0807079,8.2700000
-0.1396852,0.5528190,1.0744247,8.2800000
-0.1392090,0.5536983,1.0681415,8.2900000
-0.1387272,0.5545746,1.0618583,8.3000000
-0.1382400,0.5554479,1.0555751,8.3100000
-0.1377472,0.5563181,1.0492919,8.3200000
-0.1372490,0.5571852,1.0430088,8.3300000
-0.1367454,0.5580491,1.0367256,8.3400000
-0.1362364,0.5589098,1.0304424,8.3500000
-0.1357219,0.5597673,1.0241592,8.3600000
-0.1352021,0.5606216,1.0178760,8.3700000
-0.1346769,0.5614726,1.0115928,8.3800000
-0.1341464,0.5623203,1.0053096,8.3900000
-0.1336106,0.5631646,0.9990265,8.4000000
-0.1330695,0.5640056,0.9927433,8.4100000
-0.1325231,0.5648431,0.9864601,8.4200000
-0.1319714,0.5656772,0.9801769,8.4300000
-0.1314146,0.5665078,0.9738937,8.4400000
-0.1308525,0.5673349,0.9676105,8.4500000
-0.1302852,0.5681584,0.9613274,8.4600000
-0.1297128,0.5689783,0.9550442,8.4700000
-0.1291352,0.5697947,0.9487610,8.4800000
-0.1285525,0.5706074,0.9424778,8.4900000
-0.1279647,0.5714164,0.9361946,8.5000000
-0.1273719,0.5722217,0.9299114,8.5100000
-0.1267740,0.5730233,0.9236282,8.5200000
-0.1261710,0.5738211,0.9173451,8.5300000
-0.1255631,0.5746150,0.9110619,8.5400000
-0.1249502,0.5754052,0.9047787,8.5500000
-0.1243323,0.5761915,0.8984955,8.5600000
-0.1237096,0.5769739,0.8922123,8.5700000
-0.1230819,0.5777523,0.8859291,8.5800000
-0.1224493,0.5785268,0.8796459,8.5900000
-0.1218119,0.5792974,0.8733628,8.6000000
-0.1211696,0.5800639,0.8670796,8.6100000
-0.1205226,0.5808263,0.8607964,8.6200000
-0.1198707,0.5815847,0.8545132,8.6300000
-0.1192141,0.5823389,0.8482300,8.6400000
-0.1185528,0.5830890,0.8419468,8.6500000
-0.1178868,0.5838350,0.8356636,8.6600000
-0.1172161,0.5845767,0.8293805,8.6700000
-0.1165408,0.5853142,0.8230973,8.6800000
-0.1158609,0.5860475,0.8168141,8.6900000
-0.1151763,0.5867764,0.8105309,8.7000000
-0.1144872,0.5875011,0.8042477,8.7100000
-0.1137935,0.5882214,0.7979645,8.7200000
-0.1130954,0.5889373,0.7916813,8.7300000
-0.1123927,0.5896489,0.7853982,8.7400000
-0.1116856,0.5903560,0.7791150,8.7500000
-0.1109741,0.5910586,0.7728318,8.7600000
-0.1102581,0.5917568,0.7665486,8.7700000
-0.1095378,0.5924504,0.7602654,8.7800000
-0.1088132,0.5931396,0.7539822,8.7900000
-0.1080842,0.5938241,0.7476991,8.8000000
-0.1073510,0.5945041,0.7414159,8.8100000
-0.1066134,0.5951794,0.7351327,8.8200000
-0.1058717,0.5958501,0.7288495,8.8300000
-0.1051258,0.5965161,0.7225663,8.8400000
-0.1043757,0.5971774,0.7162831,8.8500000
-0.1036214,0.5978340,0.7099999,8.8600000
-0.1028630,0.5984858,0.7037168,8.8700000
-0.1021006,0.5991329,0.6974336,8.8800000
-0.1013341,0.5997751,0.6911504,8.8900000
-0.1005636,0.6004126,0.6848672,8.9000000
-0.0997891,0.6010451,0.6785840,8.9100000
-0.0990106,0.6016728,0.6723008,8.9200000
-0.0982282,0.6022956,0.6660176,8.9300000
-0.0974419,0.6029135,0.6597345,8.9400000
-0.0966518,0.6035264,0.6534513,8.9500000
-0.0958578,0.6041343,0.6471681,8.9600000
-0.0950600,0.6047372,0.6408849,8.9700000
-0.0942584,0.6053351,0.6346017,8.9800000
-0.0934531,0.6059280,0.6283185,8.9900000
-0.0926441,0.6065158,0.6220353,9.0000000
-0.0918314,0.6070985,0.6157522,9.0100000
-0.0910151,0.6076760,0.6094690,9.0200000
-0.0901951,0.6082485,0.6031858,9.0300000
-0.0893716,0.6088157,0.5969026,9.0400000
-0.0885445,0.6093778,0.5906194,9.0500000
-0.0877139,0.6099347,0.5843362,9.0600000
-0.0868798,0.6104864,0.5780530,9.0700000
-0.0860423,0.6110327,0.5717699,9.0800000
-0.0852014,0.6115739,0.5654867,9.0900000
-0.0843570,0.6121097,0.5592035,9.1000000
-0.0835094,0.6126402,0.5529203,9.1100000
-0.0826584,0.6131654,0.5466371,9.1200000
-0.0818041,0.6136852,0.5403539,9.1300000
-0.0809466,0.6141996,0.5340708,9.1400000
-0.0800858,0.6147087,0.5277876,9.1500000
-0.0792219,0.6152123,0.5215044,9.1600000
-0.0783548,0.6157105,0.5152212,9.1700000
-0.0774846,0.6162032,0.5089380,9.1800000
-0.0766114,0.6166905,0.5026548,9.1900000
-0.0757351,0.6171722,0.4963716,9.2000000
-0.0748558,0.6176485,0.4900885,9.2100000
-0.0739735,0.6181192,0.4838053,9.2200000
-0.0730882,0.6185843,0.4775221,9.2300000
-0.0722001,0.6190439,0.4712389,9.2400000
-0.0713091,0.6194979,0.4649557,9.2500000
-0.0704152,0.6199463,0.4586725,9.2600000
-0.0695186,0.6203890,0.4523893,9.2700000
-0.0686192,0.6208261,0.4461062,9.2800000
-0.0677171,0.6212576,0.4398230,9.2900000
-0.0668122,0.6216834,0.4335398,9.3000000
-0.0659048,0.6221035,0.4272566,9.3100000
-0.0649947,0.6225178,0.4209734,9.3200000
-0.0640820,0.6229265,0.4146902,9.3300000
-0.0631667,0.6233294,0.4084070,9.3400000
-0.0622490,0.6237265,0.4021239,9.3500000
-0.0613287,0.6241179,0.3958407,9.3600000
-0.0604061,0.6245035,0.3895575,9.3700000
-0.0594810,0.6248833,0.3832743,9.3800000
-0.0585535,0.6252572,0.3769911,9.3900000
-0.0576238,0.6256254,0.3707079,9.4000000
-0.0566917,0.6259876,0.3644247,9.4100000
-0.0557574,0.6263440,0.3581416,9.4200000
-0.0548208,0.6266946,0.3518584,9.4300000
-0.0538821,0.6270392,0.3455752,9.4400000
-0.0529412,0.6273780,0.3392920,9.4500000
-0.0519982,0.6277108,0.3330088,9.4600000
-0.0510531,0.6280377,0.3267256,9.4700000
-0.0501060,0.6283586,0.3204425,9.4800000
-0.0491569,0.6286736,0.3141593,9.4900000
-0.0482059,0.6289826,0.3078761,9.5000000
-0.0472529,0.6292857,0.3015929,9.5100000
-0.0462980,0.6295827,0.2953097,9.5200000
-0.0453413,0.6298737,0.2890265,9.5300000
-0.0443828,0.6301587,0.2827433,9.5400000
-0.0434225,0.6304377,0.2764602,9.5500000
-0.0424605,0.6307107,0.2701770,9.5600000
-0.0414968,0.6309776,0.2638938,9.5700000
-0.0405314,0.6312384,0.2576106,9.5800000
-0.0395644,0.6314932,0.2513274,9.5900000
-0.0385958,0.6317419,0.2450442,9.6000000
-0.0376257,0.6319845,0.2387610,9.6100000
-0.0366540,0.6322210,0.2324779,9.6200000
-0.0356809,0.6324514,0.2261947,9.6300000
-0.0347064,0.6326757,0.2199115,9.6400000
-0.0337305,0.6328938,0.2136283,9.6500000
-0.0327532,0.6331058,0.2073451,9.6600000
-0.0317747,0.6333117,0.2010619,9.6700000
-0.0307948,0.6335114,0.1947787,9.6800000
-0.0298137,0.6337049,0.1884956,9.6900000
-0.0288314,0.6338923,0.1822124,9.7000000
-0.0278480,0.6340735,0.1759292,9.7100000
-0.0268634,0.6342485,0.1696460,9.7200000
-0.0258778,0.6344174,0.1633628,9.7300000
-0.0248911,0.6345800,0.1570796,9.7400000
-0.0239034,0.6347364,0.1507964,9.7500000
-0.0229147,0.6348867,0.1445133,9.7600000
-0.0219252,0.6350307,0.1382301,9.7700000
-0.0209347,0.6351685,0.1319469,9.7800000
-0.0199434,0.6353000,0.1256637,9.7900000
-0.0189513,0.6354254,0.1193805,9.8000000
-0.0179584,0.6355445,0.1130973,9.8100000
-0.0169648,0.6356573,0.1068142,9.8200000
-0.0159705,0.6357639,0.1005310,9.8300000
-0.0149755,0.6358643,0.0942478,9.8400000
-0.0139800,0.6359584,0.0879646,9.8500000
-0.0129838,0.6360463,0.0816814,9.8600000
-0.0119872,0.6361278,0.0753982,9.8700000
-0.0109900,0.6362032,0.0691150,9.8800000
-0.0099924,0.6362722,0.0628319,9.8900000
-0.0089944,0.6363350,0.0565487,9.9000000
-0.0079960,0.6363915,0.0502655,9.9100000
-0.0069972,0.6364418,0.0439823,9.9200000
-0.0059982,0.6364857,0.0376991,9.9300000
-0.0049989,0.6365234,0.0314159,9.9400000
-0.0039994,0.6365549,0.0251327,9.9500000
-0.0029997,0.6365800,0.0188496,9.9600000
-0.0019999,0.6365988,0.0125664,9.9700000
-0.0010000,0.6366114,0.0062832,9.9800000
0.0000000,0.6366177,-0.0000000,9.9900000
